query_idx,cluster,miller_family,cluster_coherence@10,precision@10_miller,mean_similarity@10
86978,1,{431},0.9,1.0,0.9963257253170014
126412,4,{111},1.0,1.0,0.9857507884502411
121281,18,{711},1.0,1.0,0.9966746032238006
105194,10,{510},1.0,0.8,0.9936338365077972
11774,6,{332},1.0,1.0,0.9959049880504608
73822,2,{521},1.0,1.0,0.98884037733078
4334,13,{332},1.0,1.0,0.9878129959106445
146475,25,{320},1.0,0.8,0.9913602888584137
102415,15,{210},1.0,1.0,0.9842311620712281
18404,13,{332},1.0,0.7,0.9931888520717621
4384,8,{100},1.0,1.0,0.9951203286647796
81726,3,{521},1.0,1.0,0.9937105298042297
64524,25,{531},1.0,1.0,0.9948034167289734
13492,12,{511},1.0,1.0,0.9923203766345978
2741,20,{211},1.0,0.9,0.9732080042362213
66657,12,{521},0.7,1.0,0.982941997051239
149181,32,{110},1.0,0.5,0.9796792209148407
143491,7,{531},1.0,1.0,0.9913832366466522
78330,19,{110},1.0,1.0,0.9808429777622223
101553,22,{331},1.0,1.0,0.9880407631397248
144027,24,{530},1.0,0.6,0.9916791617870331
62402,33,{521},1.0,1.0,0.9924883425235749
103395,8,{100},1.0,1.0,0.9986556351184845
8539,12,{511},1.0,1.0,0.9801192462444306
51137,7,{321},1.0,0.3,0.9902960002422333
115425,5,{711},1.0,1.0,0.9941170334815979
132613,10,{310},1.0,1.0,0.997548109292984
132315,33,{521},1.0,1.0,0.9941413462162018
17875,31,{433},1.0,1.0,0.9975863516330719
75914,32,{110},1.0,1.0,0.9946656644344329
43540,1,{431},1.0,1.0,0.9960667252540588
140522,15,{531},1.0,0.7,0.9890435039997101
38636,1,{321},1.0,0.6,0.99650998711586
85448,18,{511},1.0,1.0,0.9955925583839417
42156,34,{421},1.0,1.0,0.9953354597091675
55103,33,{210},1.0,1.0,0.9909732162952423
2448,5,{711},1.0,1.0,0.9887907981872559
112262,8,{100},1.0,0.7,0.9932122707366944
145086,15,{431},1.0,1.0,0.9820728719234466
77654,10,{410},1.0,1.0,0.9964106142520904
100762,10,{410},1.0,1.0,0.9964996576309204
148047,23,{430},1.0,1.0,0.9874652206897736
35559,27,{531},1.0,1.0,0.997711443901062
56456,22,{441},0.8,1.0,0.982627522945404
47967,3,{221},0.9,1.0,0.9775061130523681
91191,23,{320},0.8,1.0,0.9958813190460205
44690,11,{530},1.0,0.4,0.9864605605602265
147759,30,{441},1.0,0.6,0.9905961871147155
101310,10,{310},1.0,1.0,0.9973322629928589
28648,25,{430},0.4,1.0,0.9944388449192048
27364,12,{431},1.0,1.0,0.9944699823856353
56135,2,{521},1.0,0.8,0.9827527701854706
96670,3,{431},1.0,1.0,0.9954139947891235
37026,21,{322},1.0,1.0,0.9934345483779907
79042,27,{431},1.0,1.0,0.993825900554657
53657,33,{521},1.0,1.0,0.9939807534217835
68203,27,{531},0.7,1.0,0.9914626777172089
8819,12,{331},0.2,1.0,0.9774409711360932
121565,26,{522},0.7,0.6,0.9881621062755584
43184,10,{310},1.0,1.0,0.9983895540237426
67990,23,{430},1.0,1.0,0.9909651875495911
78141,20,{522},1.0,1.0,0.964908117055893
126469,13,{111},1.0,0.9,0.9880353271961212
53583,7,{321},1.0,1.0,0.9944372236728668
136553,10,{310},1.0,0.6,0.9961776971817017
46574,27,{431},1.0,1.0,0.9971268117427826
149394,32,{110},1.0,1.0,0.9879250049591064
148052,23,{430},1.0,1.0,0.9943173289299011
71017,23,{110},0.5,1.0,0.9911175906658173
127475,31,{322},1.0,1.0,0.9990466237068176
58513,7,{321},1.0,1.0,0.9918403208255768
108892,13,{433},1.0,0.8,0.9945316195487977
129290,31,{211},1.0,1.0,0.9980471134185791
138184,34,{421},1.0,1.0,0.9924059987068177
116254,7,{321},1.0,0.8,0.9915425479412079
13678,8,{100},1.0,1.0,0.9974388897418975
64846,33,{521},1.0,1.0,0.9900099813938141
95358,28,{100},0.6,0.4,0.9928135991096496
85607,23,{430},1.0,0.4,0.9930111050605774
49322,33,{521},0.8,0.6,0.9935603022575379
14919,8,{100},1.0,1.0,0.9933371126651764
95109,6,{432},0.6,1.0,0.9741091132164001
16949,24,{430},1.0,0.8,0.9869584381580353
5637,6,{332},1.0,1.0,0.9867782413959503
85993,18,{521},1.0,0.9,0.993515408039093
9770,4,{111},1.0,1.0,0.997199660539627
89103,18,{711},1.0,0.3,0.9941240310668945
102612,10,{310},1.0,0.9,0.995116400718689
69493,1,{421},1.0,1.0,0.9948746800422669
36855,14,{221},1.0,1.0,0.9865002036094666
124977,2,{311},1.0,0.8,0.9782698750495911
